vat,ragione,pec
00881841001,LEONARDO S.P.A.,leonardo@pec.leonardo.com
01686960483,LEONE,leonespa@pec.it
00723950408,LEONI S.P.A.,leonispa@ticertifica.it
015804451001,LEVEL ON SPA,
05902670727,LFM S.P.A.,info@pec.lfmcostruzioni.it
02591561200,LIBRERIE.COOP,libreriecoopspa@pec.librerie.coop.it
03053080986,LIFE IN SPA,lifeinspa@legalmail.it
03154950277,LIGABUE S.P.A.,ligabuespa@legalmail.it
03582530378,LIGHTHOUSE SPA,lighthousespa@pcert.it
02994540108,LIGURIA DIGITALE S.P.A.,protocollo@pec.liguriadigitale.it
01427710304,LIMACORPORATE,lima@pec.limacorporate.com
00199400128,LINDE MATERIAL HANDLING ITALIA,linde@pec.linde-mh.it
02061260986,LINEA GREEN,lineagreen@pec.a2a.eu
02039470402,LINEA STERILE SPA,amministrazione@pec.lineasterile.com
06080590489,LINEAPIU' ITALIA S.P.A.,lineapiuitaliaspa@legalmail.it
07272870010,LINEARIT S.P.A.,lineargruppo@pec.it
02320500131,LINEE LECCO S.P.A.,lineelecco@pec.it
05524721007,LINK CONSULTING PARTNERS SOCIETA' DI CONSULENZA FINANZIARIA SPA,lcga@pec.it
03514650179,LINK GRUPPO S.P.A.,linkgruppospa@pec.it
010517560156,LINK ITALIA SPA,
03351210756,LINKS MANAGEMENT AND TECHNOLOGY S.P.A.,links@legalmail.it
02337620542,LIOMATIC S.P.A.,liomatic@pec.it
07093190960,LIPOGEMS INTERNATIONAL SPA,lipogems.postacert@pec.it
03316690175,LIQUIGAS S.P.A.,liquigas@legalmail.it
06496100485,LIVITH S.P.A.,livithspa@pec.it
05008300484,LO SPURGO SPA,lospurgospa@legalmail.it
02521560165,LOCATELLI EUROCONTAINERS SPA,eurocontainerslf@pecm.it
01475020663,LOCAUTO,locauto@pec.locauto.it
04367650969,LOCAUTO RENT SPA,locautorent@pec.locauto.it
02091520805,LOCRIDE AMBIENTE SPA,locrideambientespa@pec.it
00713510154,LOFARMA,lofarma@legalmail.it
00578910127,LOGIC S.P.A.,logicpec@legalmail.it
05505600964,LOMBARDINI22 S.P.A.,lombardini22@legalmail.it
02364070397,LOPEZ S.P.A.,posta@pec.lopezcongressi.it
00293770178,LORANDI S.P.A. SOCIETA' A SOCIO UNICO,lorandispa@legalmail.it
00145020244,LORO F.LLI SPA,lorospa@pec.it
00841360118,LOTTI,lottispa@pec.portolotti.com
02317400162,LOZZA S.P.A.,lozzaspa@legalmail.it
01794050151,LP ITALIANA SPA,lpitalianaspa@legalmail.it
01276740162,LTF,ltfspa@legalmail.it
02410480715,LUBRICHIMICA S.P.A.,lubrichimica.spa@pec.it
00307850735,LUBRITALIA S.P.A.,lubritalia@pec.it
02296520469,LUCAR TM SPA,lucartmspa@legalmail.it
00145780466,LUCART SPA,direzionale.lucart@pec.it
00322700428,LUCESOLI & MAZZIERI,ancona@pec.gruppolm.it
04770810481,LUIS SPA,luisspa@pec.playnet.it
016656061005,LUISS BUSINESS SCHOOL SOCIETA' PER AZIONI CON SOCIO UNICO,
06745090966,LUMIT,lumit@pec.it
011008200153,LUNDBECK ITALIA S.P.A.,
00638410985,LUNIKGAS,info@pec.lunikgas.it
00795910157,LUTECH ADVANCED SOLUTIONS S.P.A. (GIA' ATOS ITALIA S.P.A.),lutechas@legalmail.it
01555050341,LUTECH CDM,cdm.box@legalmail.it
02824320176,LUTECH SPA,lutechspa@legalmail.it
03880321009,LUXVIDE FINANZIARIA PER INIZIATIVE AUDIOVISIVE E TELEMATICHE - S.P.A.,luxvide@pec.it
03354390969,LUXY SPA,luxy@legalmail.it
01932500026,LVENTURE GROUP SPA,zestgroup.pec@legalmail.it
00800441206,M.A.I.E. S.P.A.,maiespa@legalmail.it
00160890547,M.A.I.P. GROUP S.P.A.,maipgroup@legalmail.it
00170520050,M.C.M. - MANUFATTI CEMENTIZI MONTICONE - S.P.A.,mcmspa@legalmail.it
01053330294,M.ET.RO S.P.A.,metro@pec.metroelettroforniture.com
01686060151,M.M.AUTOMOBILI ITALIA SPA,mmai@pec.mitsubishi-motors.it
02638260402,M.T. S.P.A.,segreteria@mtspa.legalmail.it
01658750359,M.T.O. MECCANICA TECNICA ORTOPEDICA,mto.mail@legalmail.it
011807481004,M3S - SOCIETÃ_x0080_ PER AZIONI,
02886090618,MA.DA. S.P.A.,madaspa@pec.it
016821341001,MAAN S.P.A.,
06684201210,MAD ENTERTAINMENT,mad.entertainment@pec.it
00617140306,MADDALENA SPA,amministrazione@maddalena.legalmail.it
03498110281,MADIA S.P.A. SOCIETÃ_x0080_ A SOCIO UNICO,madiaspa@legalmail.it
01818840439,MADISOFT S.P.A,madisoft@pec.it
03797420241,MAFFEIS ENGINEERING SPA,mec@pec.maffeis.it
07043531214,MAG SPA,magspa@pecmag.it
00103300448,MAGAZZINI GABRIELLI S.P.A.,magazzinigabrielli@pec.trustedmail.intesa.it
00422030486,MAGAZZINI MERCERIE,magazzinimercerie@pec.fol.it
02066400405,MAGGIOLI S.P.A.,segreteria@maggioli.legalmail.it
03566320176,MAGICLAND SPA,parco.magicland@legalmail.it
00408880474,MAGIGAS S.P.A.,magigas@pec.magigas.it
00475570263,MAGIS,magisdesign@legalmail.it
012012110156,MAGNETIC MEDIA NETWORK SPA,
01792020354,MAGRIS SERVIZI SPA,magrisservizi@pec.magrisplanet.it
01627080169,MAGRIS SPA,amministrazione@pec.magrisplanet.it
09480090159,MAILUP SPA,amministrazione@pec.mailup.it
016310841008,MAINTEC S.P.A.,
05389641001,MAIORANA MAGGIORINO - SOCIETA' PER AZIONI,maioranamaggiorino@legalmail.it
01495770057,MALABAILA & ARDUINO S.P.A.,malabailaearduino@legalmail.it
05897431002,MALBANIA PACKING S.P.A.,malbaniapacking@legalmail.it
05251790720,MALDARIZZI AUTOMOTIVE SPA,maldarizziautomotivespa@pec.it
01397930163,MALPAGA S.P.A.,castellomalpaga@legalmail.it
00197370281,MALVESTIO SPA,malvestio@legalmail.it
05942720961,MAN TRUCK & BUS ITALIA S.P.A.,direzione@pec.man.it
010362961004,MANAGEMENT AND CONSULTING SPA,
01172940445,MANCINI S.P.A.,mancini@pec.mancinispa.com
01730680764,MANCUSI,mancusispa@pec.it
04579020878,MANDARIN,amministrazione@pec.mandarin.it
02158180170,MANDOLINI AUTO S.P.A.,mandoliniauto@sicurmail.eu
02379240738,MANDURIAMBIENTE SPA,manduriambientespa@pec.it
06746680724,MANELLI IMPRESA S.P.A.,manelli@legalmail.it
04387520283,MANENS SOCIETA' PER AZIONI,manens.amministrazione@pec.it
01501840209,MANERBA SPA,manerbaspa@cert.confindustriamantova.it
00023370257,MANIFATTURA VALCISMON SPA,manifatturavalcismon@pec.reviviscar.it
01808170540,MANINI PREFABBRICATI SPA,maniniprefabbricatispa@legalmail.it
07124210019,MANITALIDEA,manitalidea@pec.it
05208880657,MANNA S.P.A.,mannaspa@legalmail.it
00101110096,MANTOBIT S.P.A.,mantobit@pec.it
00180730996,MANTOVANI SPA,mail@mantovanispa.mailcert.it
02097170969,MANUTAN ITALIA S.P.A.,amministrazione@pec-manutan.it
00949400964,MAPRO INTERNATIONAL SPA,mapro@pec.maproint.com
01977490356,MAPS SPA,mapsspa@actaliscertymail.it
04124900269,MAR-AUTO,marautospa@legalmail.it
01434100903,MARA,maraceramiche@pec.it
01317531216,MARANPETROLI,maranpetroli@pec.it
02340420260,MARCA CREAM,marcacreamsrl@pec.it
00925581001,MARCHESI GRAFICHE EDITORIALI S.P.A.,marchesigrafiche@pec.it
01278980246,MARCHI S.P.A.,marchispa@legalmail.it
01176110268,MARCHIOL S.P.A.,marchiol@pec.marchiol.com
02489250130,MARCO VITI FARMACEUTICI SPA S.U.,marcovitifarmaceutici@pec.it
00156230203,MARCONI INDUSTRIAL SERVICES S.P.A.,pec@pec.marconi-spa.com
02090330040,MARCOPOLO ENGINEERING S.P.A. - SISTEMI ECOLOGICI -,marcopoloeng-spa@legalmail.it
07784980638,MARE ENGINEERING GROUP,maregroup@pec.it
01618930125,MARELLI & POZZI,marelliepozzi@pec.it
00310940374,MARESCA & FIORENTINO SPA,direzione@marescafiorentino.legalmail.it
03547730873,MARGARITELLI FERROVIARIA SPA,margaritelliferroviaria@pec.it
02163220367,MARGEN S.P.A.,margen.legale@pec.it
02403760644,MARGROUP SOCIETA' PER AZIONI,margroup@pec.it
03425760877,MARINA DI RIPOSTO - PORTO DELL'ETNA,marinadiriposto@pecimprese.it
00973180284,MARINI ERMENEGILDO S.P.A.,certificata@pec.impresamarini.it
00623440492,MARINI PANDOLFI SPA,marinipandolfi@pec.gruppocomet.it
00174890392,MARINI SPA,amministrazionefinanza@pec.marini.fayat.com
02000910618,MARIO CATONE SPA,mariocatonespa@legalmail.it
01256021211,MARIO CIRINO POMICINO - MANHOLE COVER PRODUCTION,amministrazione@pec.mcpomicino.it
00178860367,MARIO NERI,marionerispa@legalmail.it
01007010471,MARKAL S.P.A.,markalpec@legalmail.it
01451110298,MARKETING ARENA S.P.A.,marketingarenasrl@legalmail.it
02283330245,MARMI FAEDO S.P.A.,marmifaedospa@pec.it
02686290400,MARR,marr@legalmail.it
01699520159,MARSH SPA,marsh@cert.marsh.it
00348290271,MARSILIO EDITORI S.P.A.,marsilioeditori@legalmail.it
02819310968,MARTEC S.P.A.,martec-spa@legalmail.it
00677320137,MARTINI ALFREDO,martinialfredospa@lamiapec.it
01486220500,MARTINO COSTRUZIONI SPA,martinocostruzioni@pcert.postecert.it
01549690483,MARZI S.P.A.,marzispa@pec.it
05985320158,MASCIA BRUNELLI,amministrazione.masciabrunelli@pec.it
00885540153,MASCIONI,mascioni@pec.mascioni.it
00687150409,MASE GENERATORS SPA,ombretta.sequino@pec.masegenerators.com
03876980487,MASI SPA,info@pec.masispa.com
03805970724,MASMEC S.P.A.,vinci@pec.masmec.net
00144020922,MASNATA CHIMICI,comunicazioni@pec.masnata.it
03423180136,MASPERO ELEVATORI S.P.A.,masperospa@legalmail.it
07681460635,MAST S.P.A.,pec@pec.mastspa.com
01696470168,MATEST S.P.A.,matest@legalmail.it
02229530734,MATI GROUP S.P.A.,postmaster@pec.matigroup.eu
010354300013,MATICA FINTEC S.P.A.,
05032840968,MATICMIND S.P.A.,info@pec.maticmind.it
02104230343,MATTHEWS INTERNATIONAL SPA,matthews@legalmail.it
00476210018,MATTIODA PIERINO & FIGLI S.P.A.,mattiodapierinofiglispa@legalmail.it
07333560634,MAURELLI DISTRIBUZIONE SPA,maurellidistribuzionespa@pec.it
05901481217,MAURELLI S.P.A.,maurelli@pec.it
04216420986,MAW S.P.A.,
011176691001,MAZARS ITALIA,
02173950797,MAZZEI SALVATORE SPA,mazzeisalvatorespa@arubapec.it
02768280121,MAZZUCCHELLI 1849 S.P.A.,amministrazione-mazzucchelli1849@certimprese.it
016531051007,MAZZUOLI S.P.A.,
012022630961,MBS CONSULTING SPA,
012904170151,MBS CONSULTING SPA,
016455001004,MD ITALIA S.P.A.,
01415510039,MECAER AVIATION GROUP,magspa@legalmail.it
03735221008,MECCANICA PER L'ELETTRONICA E SERVOMECCANISMI,mesroma@pec.it
01146570427,MECCANO - S.P.A.,meccano.spa@legalmail.it
02114910850,MECOIMP S.P.A.,mecoimpspa@pec.it
01274951217,MECOSER SISTEMI S.P.A,mecosersistemi@pec.it
00177110996,MECTRON,amministrazione@pec.mectron.com
03948910017,MEDIA ITALIA - S.P.A.,mediaitalia@pec.it
07378731009,MEDIACARE SPA,mediacare@pec.it
02078290281,MEDIAGRAF S.P.A.,info@mediagrafspa.postecert.it
05773981005,MEDIALOGIC,medialogic@pec.it
02630120166,MEDIAMARKET S.P.A CON SOCIO UNICO,mediamarket@mediamarket.telecompost.it
06703540960,MEDIAMOND,direzione.affari.societari.mediamond@pec.mediaset.it
01483430680,MEDIASS S.P.A.,mediass.spa@pec.it
06464901005,MEDIATICA,mediaticadigital@pec.it
01604300366,MEDICA S.P.A.,medica.spa@pec.it
00420240376,MEDICAL INSTRUMENTS,info@pec.medicalinstruments.it
02405380102,MEDICAL SYSTEMS,medicalsystems@legalmail.it
04905801009,MEDICASA ITALIA S.P.A.,medicasa@legalmail.it
05626331002,MEDILIFE SPA,medilifespa@legalmail.it
07635550630,MEDINOK SPA,medinok@pec.it
09238800156,MEDTRONIC ITALIA,medtronicitalia.finance@legalmail.it
016215731007,MEG TRIBUTI S.P.A.,
03556360174,MEGA ITALIA MEDIA S.P.A. IN FORMA ABBREVIATA MIM S.P.A,megaitaliamedia@legalmail.it
01659490542,MEGA SERVICES SPA,megaservices@legalpec.net
05907491210,MEGAWATT SPA,gruppomegawatt@pec-elexitalia.it
01265920858,MEIC SERVICES S.P.A.,meicservices@cert.postecert.it
01748900790,MELANIDE S.P.A.,melanidespa@pec.it
02947290652,MELIUS CATERING - S.P.A.,posta@pec.meliuscatering.com
03531280968,MELLIN S.P.A.,
02602741205,MENARINI SILICON BIOSYSTEMS SPA,siliconbiosystems@legalmail.it
01384070445,MENOWATT GE,menowattge.pec@legalmail.it
05033050963,MER MEC,mermec@legalmail.it
01648280210,MERANESE SERVIZI SPA,meranese.servizi@cert.cna.it
00880701008,MERCK SERONO,merckserono@legalmail.it
01413270669,MERCURIO SERVICE SPA,amministrazione@pec.mercurioservice.it
05167441004,MERIDIANA SERVIZI SPA,meridianaservizi@pec.it
00932741002,MERIDIANO VIAGGI E TURISMO,meridianovtspa@legalmail.it
00853070878,MERIDIONALE IMPIANTI,meridionaleimpianti@pec.merimp.com
05456131001,MERLO SPA,merlospa@gigapec.it
00570270983,MESDAN SPA,mesdan@registerpec.it
01764140347,METALBOX,metalboxsrl@legalmail.it
00112120670,METALLURGICA ABRUZZESE SPA,metallurgicaabruzzese@legalmail.it
02080610641,METALLURGICA IRPINA SPA,metallurgicairpinaspa@pec.it
00145810628,METALPLEX SPA,metalplex@mypec.eu
01898020225,METALSISTEM ITALIA,metalsistemitalia@pec.it
01123731000,METALTRONICA S.P.A.,metaltronica@pec.it
00702470675,METISOFT SPA,metisoft.amministrazione@pec.it
00118050038,METRO COM ENGINEERING SPA,metrocom@pec-neispa.com
09449340018,METROLOGIA SPA,metrologiaspa@legal.email.it
02791630649,METRONOTTE GROUP,infometronotte@pec.it
010166991009,METROSERVICE,
01127581005,METROTERMICA SPA,metrotermicaspa@legalmail.it
00718330152,METTLER-TOLEDO,amministrazione1@mettlertoledo.postecert.it
04348720824,MEWECOM ITALIA,mewecom@pec.it
02690950403,MF INGROSSO SPA,mfingrosso@legalmail.it
06392021009,MFLAW SOCIETÃ_x0080_ TRA AVVOCATI PER AZIONI,mflawstapa@pec.it
05176730728,MICCOLIS S.P.A.,miccolis.spa@pec.it
01199870104,MICERIUM S.P.A.,contabile@pec.micerium.it
03329630176,MICO SPORT S.P.A.,micosport@pec.intred.it
04692801006,MICOS SPA,micos@pec.it
00207750282,MICROFILM SISTEMI SPA,amministrazione@pec.microfilmsistemi.it
03906850262,MICROMED,micromed@pec.it
05095330014,MICRONTEL S.P.A.,microntel@pecsoci.ui.torino.it
01180690479,MICROREX,microrex@pec.microrexspa.com
05469900962,MIDA TECNOLOGIA MEDICA S.P.A.,midatecmed@pec.it
00081000648,MIELE GIUSEPPE & FIGLI S.P.A.,mielepiu@pec.it
01659710543,MIGNINI & PETRINI S.P.A.,migniniepetrini@pec.it
00972790109,MIKAI SPA,mikai@pec.mikai.it
08122220968,MILAN INGEGNERIA SPA,buromilan@pec.buromilan.com
01554780138,MILANI SPA,milani@promopec.it
012802090154,MILANO INDUSTRIAL SPA,
08311240157,MILEXIA ITALIA S.P.A,milexiaitaliaspa@legalmail.it
011749420151,MINDSHARE SPA,
00303620314,MINERVA S.P.A.,minerva@legalmail.it
03077260606,MINERVA S.P.A.,minervabusspa@pec.it
06128680961,MINT SPA,mintspa@legalmail.it
00505590224,MIORELLI SERVICE S.P.A.,miorelliservice@legalmail.it
03311300101,MIPS INFORMATICA,mipsinformatica@legalmail.it
00112410337,MIRANI S.P.A.,miranispa@pec.cafpiacenza.it
00360380836,MISCELA D'ORO SPA,misceladoro@pec.it
03070480607,MITAS ENDUSTRI SANAYI TICARET ANONIM SIRKETI,
03140270731,MITEL SPA,mitelspa@pec.it
00707440350,MO-EL S.P.A.,amministrazione@pec.mo-el.eu
00387080401,MO.CA SPA,moca@pec.it
04511551006,MO.GI. - SOCIETA' PER AZIONI,mogisrl1993@legalmail.it
012649560153,MOCAUTO,
01710810266,MODEL SYSTEM ITALIA SPA,modelsystemitalia@pec.it
03216730360,MODENA PARCHEGGI S.P.A.,modenaparcheggispa@legalmail.it
04677561005,MODO S.P.A.,modosrl@pec.it
00812590305,MODULBLOK S.P.A.,pec.modulblok@pec.modulblok.it
01735830349,MODULCASA LINE SPA,modulcasa@pec.it
00880220405,MODULGRAFICA FORLIVESE S.P.A.,modulgrafica.forlivese@legalmail.it
00124510405,MOKA-RICA - S.P.A.,mokarica@pec.it
01809270349,MOLINARI SPA,buonristoro.molinari@pec-italia.it
01560691006,MONACO SPA,monacospa@pec.it
03261490969,MONDADORI EDUCATION SPA,mondadorieducationspa@pec.mondadori.it
08856650968,MONDADORI LIBRI,mondadorilibrispa@pec.mondadori.it
08009080964,MONDADORI MEDIA S.P.A.,mondadorimediaspa@pec.mondadori.it
011022370156,MONDADORI RETAIL,
09440000157,MONDADORI SCIENZA S.P.A.,mondadoriscienzaspa@pec.mondadori.it
02644430825,MONDIALPOL SECURITY SPA,mondialpolsecurityspa@legalmail.it
02500880048,MONDO SPA,mondo@mypec.eu
00182160044,MONGE & C. S.P.A.,mongespa@pec.it
00228550273,MONICO SPA,monicospa@pec.monico.it
00296690647,MONSUD,monsud@legalmail.it
00753030121,MONTALBETTI SPA,montalbettispa@legalmail.it
010414270156,MONTANA S.P.A.,
00434210480,MONTECARLO SPA IMMOBILIARE,montecarlospaimmobiliare@dadapec.com
012305380151,MONTEFARMACO OTC,
01189930991,MONTI & BARABINO,montiebarabino@legalmail.it
014978301001,MORBINATI & LONGO AVVOCATI S.P.A.,
01298900414,MORETTI FORNI,morettiforni@legalmail.it
00306090515,MORETTI S.P.A.,morettispa@pec.it
08097950011,MORINI SPA,direzione@pec.morinirent.com
00272580309,MOROSO SPA,pec@pec.moroso.it
01750530030,MOSS S.P.A. A SOCIO UNICO,moss@pec.moss-info.it
00284210630,MOSTRA D'OLTREMARE,mdopec@pec.mostradoltremare.it
01051980017,MOTTURA S.P.A.,mottura@pec.mottura.com
09887990969,MOVE S.P.A.,move@arubapec.it
011575580151,MOVI S.P.A,
03616710012,MOVINCAR SPA,amministrazione@pec.movincar.it
013187610152,MOVIRI SPA,
00816350482,MPS CAPITAL SERVICES S.P.A.,mpscapitalservices@postacert.gruppo.mps.it
09187351003,MST S.P.A.,tecnimontservices@pec.it
01147410151,MT MILANTRACTOR,mtpec@pec.milantractor.it
00889121000,MUGNAI - SOCIETA' PER AZIONI,mugnaispa@pec.it
01242550885,MULTICAR SPA GRUPPO AMARU',multicarspagruppoamaru@pec.it
02467140162,MULTIOSSIGEN SPA,multiossigensrl@legalmail.it
07305921004,MULTIPARTNER S.P.A.,multipartnerspa@legalmail.it
01770650909,MULTISS S.P.A.,info@pec.multissspa.com
00185720042,MULTITEL PAGLIERO SPA,multitel@legalmail.it
01973900838,MUNICIPIA S.P.A.,municipia.servizipec@legalmail.it
00081050080,MUNTERS ITALY SPA,muntersitaly@pec.it
010350160965,MUSIC INNOVATION HUB SPA IMPRESA SOCIALE,
02224410239,MUSOLA METALLI,musolametalli@pec.it
00419830344,MV CONGRESSI  SPA,mvcongressi@pec.mvcongressi.it
016358851000,MY WORK S.P.A.,
05528670960,MYENERGY SPA,posta-certificata@pec.myenergy.it
03222970406,MYO S.P.A.,amministrazione@pec.myo.it
02063481200,N.C.R. BIOCHEMICAL S.P.A.,amministrazione.ncr-biochemical.it@pec.it
00311120042,N.S.M. S.P.A.,nsm@pec.it
04103780989,NAM SPA,namspa@pec.it
02046570426,NAMIRIAL SPA,amm.namirial@sicurezzapostale.it
05364590280,NASHIRA SPA,nashiraspa@pec.it
00088990825,NASTA E C. CARTA E IMBALLAGGI,amministrazione@pec.nastaspa.it
02074220423,NAUTES SPA,nautes@pec.it
04948180825,NAUTILUS AVIATION S.P.A.,nautilusaviation.spa@pec.it
00279150106,NAVALIMPIANTI - S.P.A.,navalimpianti@pec.it
02058170602,NAVARRA S.P.A.,navarraspa@pec.it
011560631001,NBI S.P.A.,
04629860018,NC COMPONENTI S.P.A.,nccomponenti@pecsoci.ui.torino.it
05173790964,NEC  ITALIA S.P.A.,necitaliaspa@legalmail.it
04817410964,NEEN S.P.A.,neen@mailcertificata.it
07624531211,NEG,negspa@pec.it
00099090334,NEGRI S.P.A.,negrispa@namirialpec.it
03580030488,NENCINISPORT SPA,nencinisport@legal-pec.it
02791870120,NEODATA GROUP S.P.A.,neodatagroup@pec.it
06647900965,NEOPHARMED GENTILI SPA,neopharmed-gentili@pec.it
08254440012,NEOS S.P.A.,neosair@pec.it
012408930969,NEOSPERIENCE HEALTH S.P.A,
0IT02792030989,NEOSPERIENCE S.P.A.,
02110530405,NERI S.P.A.,nerispa@pecimprese.it
01104710262,NERVESA INERTI - S.P.A.,nervesainerti@legalmail.it
03384680793,NESS SPA,ness@pec.nessitalia.it
00777280157,NESTLE ITALIANA SPA,nestle@nestle.telecompost.it
04339710370,NET SERVICE,netservice@pec-netserv.it
05137490487,NET STUDIO S.P.A.,netstudio@pec.it
07277340639,NETCOM ENGINEERING S.P.A.,netcomgroup@mypec.eu
03008301214,NETGROUP S.P.A.,netgroup@pec.it
01791510660,NETHEX CARE - S.P.A.,nethexcare@legalmail.it
04776620280,NETHIVE SPA,nethive@legalmail.it
02890581206,NEULIFT SPA,neuliftspa@legalmail.it
02062550443,NEURAXPHARM ITALY SPA,neuraxpharm@pec.it
07077990013,NEUROMED SPA,postacertificata@pec.neuromeditalia.it
02436320697,NEW ENERGY GAS E LUCE S.P.A.,newenergygaselucespa@legalmail.it
00461550345,NEW HOUSE SPA,postacert@pec.newhouse.it
09038120151,NEW TECH S.P.A.,newtech@sicurezzapostale.it
03700900404,NEW TIME S.P.A.,newtimesrl@mypec.eu
012863940156,NEWTON SPA,
04107060966,NEXI PAYMENTS S.P.A.,nexipayments@pec.nexi.it
01700320359,NEXION S.P.A.,corghi@legalmail.it
02879420962,NEXT HARDWARE & SOFTWARE SPA,nexths@pec.net
01765551005,NEXT S.P.A CON SOCIO UNICO,nextspa@pec.nextspa.com
05881291008,NEXT SPA,fap_next@pec.it
09811450965,NEXTLEGAL S.T.A.P.A.,nextlegal@nextlegalpec.it
013262641007,NEXUMSTP S.P.A SOCIETA TRA PROFESSIONISTI,
02683770362,NEXXTA S.P.A.,nexxta@pec.nexxtaspa.com
04440220962,NH ITALIA S.P.A,nhitalia@legalmail.it
09714120012,NICMA FACILITY S.P.A,nicmafacility@legalmail.it
00101020741,NICOLA PANTALEO S.P.A.,pantaleo.spa@pec.it
02629020757,NICOLI' S.P.A.,amministrazione@pec.nicolispa.it
00117220822,NICOLO' RIOLO S.P.A.,nicoloriolo@pec.it
03238380962,NIDEC ASI S.P.A.,nidec-asi@legalmail.it
01752390219,NIEDERSTAETTER SPA,niederstaetter@legalmail.it
02242161202,NIER INGEGNERIA S.P.A. SOCIETA' BENEFIT,nier@legalmail.it
04488650484,NIKON INSTRUMENTS SPA,
010803750156,NILFISK SPA A SOCIO UNICO,
01574440341,NILMA SPA,nilma@pec.nilma.it
00165070210,NILS SPA,nils@arubapec.it
01917020289,NIMS SPA,newims@legalmail.it
00187430921,NIVEA S.P.A. - LAVANDERIA INDUSTRIALE,lavanderianivea@pec.it
04105740486,NIVI S.P.A.,nivispa@pecnivi.it
00520100017,NOBIL METAL,nobilmetal@pcert.postecert.it
02077880843,NOBILE OIL GROUP S.P.A.,nobilesnc@pec.it
02230970960,NOBIS COMPAGNIA DI ASSICURAZIONI,nobisassicurazioni@pec.it
01928470168,NOLANGROUP,segreteria@pec.nolan.it
07014850015,NOLDEM SPA,noldem@ipsnet.legalmail.it
03634770964,NOLOSTAND S.P.A.,direzione@pec.nolostand.it
02243430374,NOMISMA - SOCIETA' DI STUDI ECONOMICI - S.P.A.,nomisma-pec@legalmail.it
05554421007,NOMOS CENTRO STUDI PARLAMENTARI S.P.A.,nomoscsp@pec.it
011432040969,NOOVLE S.P.A. SOCIETA' BENEFIT,
02566900045,NORD ENGINEERING SPA,nordengineeringspa@pec.it
05412000266,NORD EST MULTIMEDIA S.P.A.,nordestmultimedia@pec.it
00779070267,NORDAUTO S.P.A.,nordauto@pec.it
013384100155,NORDCOM,
00722190279,NOSELLA DANTE S.P.A.,noselladantespa@legalmail.it
011980320151,NOTARBARTOLO & GERVASI S.P.A.,
00129050035,NOTARIMPRESA SPA,info.notarimpresa@pec.it
05825531006,NOVA CONSULTING,postacertificata@pec.novaconsulting.eu
012105121003,NOVARES SPA,
02224600276,NOVAREX S.P.A.,novarex@legalmail.it
02385200122,NOVARTIS FARMA SPA,novartisfarma@legalmail.it
01954390025,NOVAX S.P.A.,novax@pec.it
01260981004,NOVO NORDISK,novonordisk@pecimprese.it
05052180964,NPL MANAGEMENT,nplmanagementspa@legalmail.it
08108671218,NRG S.P.A.,grnspa@pec.it
07501650639,NS12 SPA,ns12spa@pec.it
02713560874,NTET SPA,ntet@pec.it
05143370962,NTI ITALY S.P.A.,nke@pec.nke360.com
02064070549,NTS PROJECT S.P.A.,ntsproject@pec.it
099999999872,NTT DATA ITALIA,
07988320011,NTT DATA ITALIA S.P.A.,pec@nttdataitalia.legalmail.it
012481740152,NTT ITALIA S.P.A.,
01352541005,NUCLECO SPA,nucleco@pec.nucleco.it
01265230902,NUMERA SISTEMI E INFORMATICA,numeraspa@pec.numera.it
02625230020,NUMERARIA S.P.A.,numerariasrl@pec.it
08898571008,NUMERO BLU SERVIZI,numeroblu.servizi@pec.numeroblu.com
00497670026,NUOVA ASSAUTO S.P.A.,amministrazione@pec.fordnuovaassauto.it
08758670015,NUOVA CARROZZERIA TORINESE,nuovacarrozzeriatorinesesrl@legalmail.it
01035340478,NUOVA COMAUTO SPA,nuovacomauto@mypropec.it
01034201002,NUOVA FOLATI SPA,nuovafolati@pec.it
